,text,category,rank
37061,Workout was good ,WORKOUT,Can't rate
37062,Stress free ,STRESS,4
37063,6 Hrs,SLEEP,2
37064,8+,SLEEP,4
37065,Did everything well,SLEEP,2
37066,6! Feel good though,SLEEP,2
37067,Stress fucking free ,STRESS,3
37068,5 ,SLEEP,2
37069,Yes! ,WORKOUT,Can't rate
37070,On point ,FOOD,4
37071,Stress free,STRESS,4
37072,7,SLEEP,3
37073,No.... taking today off ,WORKOUT,Can't rate
37074,On point,FOOD,4
37075,8+,SLEEP,4
37076,7 hrs. ,SLEEP,3
37077,On point ,FOOD,4
37078,8,SLEEP,4
37079,64 for sure,WATER,4
37080,Stress free,STRESS,4
37081,Less than 5 ,SLEEP,2
37082,I had trouble sleeping ,SLEEP,Can't rate
37083,On point,FOOD,4
37084,64oz for sure,WATER,4
37085,Overwhelmed,STRESS,2
37086,8 hours I rested ,SLEEP,4
37087,Rest day,SLEEP,4
37088,On point ,FOOD,4
37089,Stress free,STRESS,4
37090,32 oz ,WATER,3
37091,Only 32,FOOD,Can't rate
37092,7:30,SLEEP,3
37093,Stress free ,STRESS,4
37094,7,SLEEP,3
37095,On point ,FOOD,4
37096,8,SLEEP,4
37097,Yes,WORKOUT,4
37098,8 hours of sleep,SLEEP,4
37099,Didn't workout yesterday ,WORKOUT,4
37100,Food was not good due to being sick and still recovering from the weekend ,FOOD,4
37101, Stress free ,STRESS,4
37102,Need to step it up,FOOD,2
37103,8,SLEEP,4
37104,No,WORKOUT,1
37105,32,WATER,3
37106,7 hrs,SLEEP,3
37107,No workout today,WORKOUT,1
37108,Handled what was thrown my way well,STRESS,3
37109,About 6 hrs ,SLEEP,2
37110,Just got home and need to eat ,FOOD,Can't rate
37111,Less than 5,SLEEP,1
37112,Overwhelmed ,STRESS,2
37113,On point ,FOOD,4
37114,32.  Need to drink more ,WATER,3
37115,Not yet ,STRESS,Can't rate
37116,7 hours,SLEEP,3
37117,Stress free,STRESS,4
37118,5,SLEEP,1
37119,Yes great session ,STRESS,Can't rate
37120,Less than 6 ,SLEEP,2
37121,5.5,SLEEP,1
37122,Don't know what to do with my stress,STRESS,Can't rate
37123,6 hrs. ,SLEEP,2
37124,6 hrs ,SLEEP,2
37125,64 for sure,WATER,4
37126,Food was on point yesterday ,FOOD,4
37127,Not working out today ,WORKOUT,3
37128,Recovery and rest day ,WORKOUT,Can't rate
37129,On point ,FOOD,4
37130,64,WATER,4
37131,Overwhelmed ,STRESS,2
37132,"Had zero food until the afternoon. Overate, no exercise getting one of the kids ready for month lost trip ",FOOD,Can't rate
37133,7,SLEEP,3
37134,No,WORKOUT,Can't rate
37135,Not good ,FOOD,1
37136,64,WATER,4
37137,Stress free ,STRESS,4
37138,"Got so important work done at the gym.  
I need to get better at my emails ",WORKOUT,Can't rate
37139,7,SLEEP,3
37140,No,STRESS,Can't rate
37141,Need to step it up,FOOD,2
37142,64 ,WATER,4
37143,8+,SLEEP,4
37144,5,SLEEP,1
37145,8 hrs,SLEEP,4
37146,Stress free,STRESS,4
37147,64 oz for sure,WATER,4
37148,"Need to step it up, not enough food",FOOD,1
37149,8,SLEEP,4
37150,Healthy,FOOD,Can't rate
37151,6,SLEEP,2
37152,6.5,SLEEP,2
37153,On point ,FOOD,4
37154,32 but need more,WATER,3
37155,Still no candy!!! ,FOOD,Can't rate
37156,9 hours,SLEEP,4
37157,64 oz,WATER,4
37158,8 hours,SLEEP,4
37159,7,SLEEP,3
37160,Stress free ,STRESS,4
37161,Didn't workout. ,WORKOUT,Can't rate
37162,On point ,FOOD,4
37163,64+,WATER,4
37164,Yesterday I ate poorly but wasn't stressed,STRESS,1
37165,Less than 5 hrs,SLEEP,2
37166,64 oz for sure,WATER,4
37167,"Pink lemon water and mint iced tea, I like to diversify ",FOOD,4
37168,No,STRESS,Can't rate
37169,On point,FOOD,4
37170,7 hours,SLEEP,3
37171,7,SLEEP,3
37172,Handling it,STRESS,3
37173,Almost perfect,FOOD,3
37174,32 ,WATER,3
37175,No,WORKOUT,Can't rate
37176,5hrs,SLEEP,1
37177,7 hrs,SLEEP,3
37178,8 hours,SLEEP,4
37179,On point ,FOOD,4
37180,On point,FOOD,4
37181,Stress free,STRESS,4
37182,64oz for sure,WATER,4
37183,And rest day on work,WORKOUT,Can't rate
37184,8,SLEEP,4
37185,6 hours,SLEEP,2
37186,7 hours ,SLEEP,3
37187,Less than 5,SLEEP,2
37188,Less than 5 ,SLEEP,2
37189,Handled ,STRESS,3
37190,6,SLEEP,2
37191,8,SLEEP,4
37192,Handled what was thrown my way well ,STRESS,3
37193,Haven't eaten yet today ,FOOD,1
37194,More like 32,WATER,3
37195,6 hrs ,SLEEP,2
37196,Stress free ,STRESS,4
37197,"On the road today, so I need to step it up ",FOOD,2
37198,No,WORKOUT,Can't rate
37199,7 hours,SLEEP,3
37200,Handled,STRESS,3
37201,7,SLEEP,3
37202,Not yet ,FOOD,1
37203,Good,FOOD,4
37204,Need to step it up,FOOD,2
37205,A few sips,WATER,2
37206,I helped a friend - I wasn't productive at work,WORKOUT,Can't rate
37207,I plan on working out this evening ,WORKOUT,3
37208,Handled what was thrown my way ,STRESS,3
37209,64+,WATER,4
37210,7,SLEEP,3
37211,On point ,FOOD,4
37212,8 hours,SLEEP,4
37213,7 hours ,SLEEP,3
37214,Yes,WORKOUT,4
37215,Drank 80 oz,WATER,4
37216,"I worked out, ate well, went to sleep early. I could have eaten a little bit more throughout the day (snacks etc.)",SLEEP,Can't rate
37217,"7 hours, not yet",SLEEP,3
37218,Slept 5 hours and erged this morning ,SLEEP,2
37219,Hello,SLEEP,Can't rate
37220,"Well today was kinda of slow but worked on our formal business plan a bit and brainstormed! The waiting game is a killer.  Set up monitoring stats in our website.

Sleep!!!! ",SLEEP,Can't rate
37221,6 hrs,SLEEP,2
37222,On point ,FOOD,4
37223,Stress free ,STRESS,4
37224,32 oz,WATER,3
37225,8,SLEEP,4
37226,Stress free,STRESS,4
37227,I drank more water than usual yesterday. Need to get to the gym in the morning though. Switching to a gym next to my work to make it easier and more efficient ,WATER,Can't rate
37228,On point ,FOOD,4
37229,Stress free ,STRESS,4
37230,32 oz ,WATER,3
37231,"Today is my rest day for the gym, will do push-ups when I get home ",WORKOUT,Can't rate
37232,7,SLEEP,3
37233,8,SLEEP,4
37234,On point ,FOOD,4
37235,Stress free ,STRESS,4
37236,32 ounces I need to drink more today ,WATER,3
37237,Yes,WORKOUT,Can't rate
37238,5 hrs,SLEEP,2
37239,Stress free ,STRESS,4
37240,64oz,WATER,4
37241,Sleep ,SLEEP,1
37242,Yes,WORKOUT,Can't rate
37243,Almost perfect ,FOOD,3
37244,Stress free ,STRESS,4
37245,Seven,SLEEP,Can't rate
37246,8am,SLEEP,Can't rate
37247,12am,SLEEP,Can't rate
37248,"7pm, if I make it at all.",WORKOUT,Can't rate
37249,I would say I handled what was thrown my way well,STRESS,3
37250,Almost perfect,FOOD,3
37251,6 hrs,SLEEP,2
37252,Stress free,STRESS,4
37253,On point,FOOD,4
37254,64,WATER,4
37255,Drinking lots of water today ,WATER,Can't rate
37256,"Almost on point -
How bad are candy canes 🤦🏻‍♀️",FOOD,4
37257,Thankful that my new cousin is healthy. ,FOOD,Can't rate
37258,Stress free,STRESS,4
37259,Good,FOOD,4
37260,Loser day,STRESS,Can't rate
37261,Less than 5,SLEEP,1
37262,Alive,SLEEP,Can't rate
37263,Healthy 4,FOOD,Can't rate
37264,On point,FOOD,4
37265,64 ,WATER,4
37266,Stress free,STRESS,4
37267,8,SLEEP,4
37268,Yes,WORKOUT,4
37269,Less than 5. Less than 3? I can't even tell days apart anymore.,SLEEP,1
37270,7 hrs ,SLEEP,3
37271,Handled what was thrown my way well ,STRESS,3
37272,64 for sure ,WATER,4
37273,Yes,WORKOUT,Can't rate
37274,On point ,FOOD,4
37275,Hahaha 6! Let's go,SLEEP,2
37276,Overwhelmed ,STRESS,2
37277,Walking ,WORKOUT,Can't rate
37278,Walked 3 miles ,WORKOUT,Can't rate
37279,No food yet,FOOD,1
37280,64+,WATER,Can't rate
37281,6,SLEEP,2
37282,8 hours ,SLEEP,4
37283,Got 5 hours sleep ,SLEEP,2
37284,Handling stress,STRESS,3
37285,5,SLEEP,1
37286,Healthy 4,FOOD,Can't rate
37287,5hrs,SLEEP,2
37288,Almost perfect,FOOD,3
37289,64 oz for sure ,WATER,4
37290,Handling what is thrown at me ,STRESS,3
37291,When nobody around me knows I'm affected by the stress ,STRESS,Can't rate
37292,No ,STRESS,Can't rate
37293,32oz down ,WATER,3
37294,6.5 hrs ,SLEEP,3
37295,6 hours ,SLEEP,2
37296,Good,FOOD,4
37297,Yes 8 hours ,SLEEP,4
37298,6,SLEEP,2
37299,7hrs,SLEEP,3
37300,My day was stress free,WATER,Can't rate
37301,My food was almost perfect ,FOOD,3
37302,Almost perfect,FOOD,3
37303,64 oz,WATER,4
37304,7 hours,SLEEP,3
37305,Handled what was thrown,STRESS,Can't rate
37306,What's sleep?,SLEEP,Can't rate
37307,Less than 5,SLEEP,1
37308,6.5,SLEEP,2
37309,8,SLEEP,4
37310,Hard to see trends with this.  Is there a way to see monthly charts?,SLEEP,Can't rate
37311,8.5 hours ,SLEEP,4
37312,It's all a lot to handle ,STRESS,1
37313,Food not good. A few sips of water,WATER,2
37314,One thing I did well was keeping plans I usually avoid. One thing I could have done better is trying to get food back in order ,FOOD,Can't rate
37315,7,SLEEP,3
37316,No ,WORKOUT,Can't rate
37317,Stress free,STRESS,4
37318,6.5 hours,SLEEP,3
37319,Good,FOOD,4
37320,"Eating cookies, cake and popcorn ",FOOD,2
37321,Yes,FOOD,Can't rate
37322,Slept 6 hours ,SLEEP,2
37323,6 hours,SLEEP,2
37324,Will do. Just couldn't fall asleep last night! Still readjusting to regular life after the long holiday break. ,SLEEP,Can't rate
37325,7.5 hrs sleep ,SLEEP,4
37326,On point ,FOOD,4
37327,6 hours ,SLEEP,2
37328,Stressful. Dealing with it. ,STRESS,1
37329,Not yet ,WORKOUT,Can't rate
37330,Almost perfect ,FOOD,3
37331,Handled what was thrown my way ,STRESS,3
37332,Good day at work. Anxious while playing golf. Hard time relaxing ,WORKOUT,4
37333,8,SLEEP,4
37334,This afternoon ,WORKOUT,Can't rate
37335,On point ,FOOD,4
37336,Stress free ,STRESS,4
37337,Food not good ,FOOD,4
37338,8,SLEEP,4
37339,A few sips ,WATER,2
37340,No,WORKOUT,1
37341,6,SLEEP,2
37342,Stress free!,STRESS,4
37343,"Did an awesome networking event.   

Fished for more clients ",FOOD,Can't rate
37344,6,SLEEP,2
37345,Not yet,WORKOUT,Can't rate
37346,On point ,FOOD,4
37347,32,WATER,3
37348,Stop,WATER,Can't rate
37349,Less than 5 hours ,SLEEP,1
37350,Almost perfect quality of food,FOOD,3
37351,"Cooked healthy dinner.

Still amoking",FOOD,3
37352,7 hrs ,SLEEP,3
37353,Overwhelmed ,STRESS,2
37354,7 hours ,SLEEP,3
37355,On point ,FOOD,4
37356,Overwhelmed ,STRESS,2
37357,7 hrs,SLEEP,3
37358,Handled ,STRESS,1
37359, 64plus but still not enough today. ,WATER,2
37360,7,SLEEP,3
37361,Handled ,STRESS,1
37362,On point ,FOOD,4
37363,64,WATER,4
37364,Yes ,WORKOUT,Can't rate
37365,"7
Yes",SLEEP,3
37366,On point ,FOOD,4
37367,7 hours,SLEEP,3
37368,Yes,WORKOUT,4
37369,Yes,FOOD,Can't rate
37370,5.5 hrs ,SLEEP,2
37371,Very stressed ,STRESS,1
37372,On my way ,WORKOUT,Can't rate
37373,32oz down,WATER,3
37374,Good,FOOD,4
37375,Handling / overwhelming / kinda floundering tbh!,STRESS,3
37376,Less than 5,SLEEP,1
37377,6,SLEEP,2
37378,Less than 5,SLEEP,1
37379,On point ,FOOD,4
37380,So yesterday - stress free,STRESS,4
37381,Had 64+ oz water,WATER,4
37382,Last night also 5 hrs sleep ,SLEEP,1
37383,Just had the most amazing bison burger on a gluten free bun,FOOD,3
37384,7 hours ,SLEEP,3
37385,Not yet ,FOOD,1
37386,Stress free ,STRESS,4
37387,Need to step up ,FOOD,2
37388,Yes ,WORKOUT,Can't rate
37389,8 hours,SLEEP,4
37390,Almost perfect,FOOD,3
37391,7 hours of sleep too ,SLEEP,3
37392,Workout was hard. Didn't want to do it but pushed ,WORKOUT,Can't rate
37393,Handled snag was thrown my way ,STRESS,3
37394,64 for sure ,WATER,4
37395,"Not much bad. Worked out, ate well and worked hard ",WORKOUT,3
37396,Yes ,WORKOUT,Can't rate
37397,On point ,FOOD,4
37398,8.5 hrs,SLEEP,4
37399,Stress free ,STRESS,4
37400,Need to step it up ,FOOD,2
37401,8,SLEEP,4
37402,Didn't,WORKOUT,Can't rate
37403,Yes I did ,SLEEP,Can't rate
37404,6,SLEEP,2
37405,Shit,FOOD,Can't rate
37406,7 hours ,SLEEP,3
37407,Handled ,STRESS,Can't rate
37408,Almost perfect ,FOOD,3
37409,6.5,SLEEP,2
37410,6,SLEEP,2
37411,7 hrs,SLEEP,3
37412,64 oz for sure ,WATER,4
37413,7,SLEEP,3
37414,"Stress free, few sips here and there ",STRESS,4
37415,Not today,WORKOUT,Can't rate
37416,7,SLEEP,3
37417,8 hours,SLEEP,4
37418,6.50 hrs ,SLEEP,3
37419,Stress free ,STRESS,4
37420,64 for sure,WATER,4
37421,Yes,WORKOUT,Can't rate
37422,On point ,FOOD,4
37423,6 hours,SLEEP,2
37424,64oz plus some,WATER,4
37425,Handled what was thrown my way well,STRESS,3
37426,32,WATER,3
37427,"Handling, barely",STRESS,3
37428,My son totaled his car over the weekend and ive been dealing with that.,SLEEP,Can't rate
37429,He's okay. Car is toast.,FOOD,3
37430,Slept 9 hours and it was great ,SLEEP,4
37431,Going for a run ,WORKOUT,Can't rate
37432,"No sorkout yes, 8 plus",SLEEP,4
37433,On point,FOOD,4
37434,Stress free,STRESS,4
37435,A few sips here and there but not enough,WATER,2
37436,"Highlight: was able to come home surprise grandparents 
Better: eat a little healthier",FOOD,Can't rate
37437,64,WATER,4
37438,Didn't workout,WORKOUT,Can't rate
37439,I went out to dinner and ordered responsibly and did not feel deprived. I should've gone to bed earlier.,FOOD,3
37440,Handling,STRESS,3
37441,Good,FOOD,4
37442,6,SLEEP,2
37443,Healthy,WATER,Can't rate
37444,Not yet. ,FOOD,1
37445,8+,SLEEP,4
37446,Stress free ,STRESS,4
37447,On point ,FOOD,4
37448,64 for sure ,WATER,4
37449,Pretty good day overall. Fitness wise was great. I didn't meditate though ,WORKOUT,Can't rate
37450,7,SLEEP,3
37451,On point ,FOOD,4
37452,32,WATER,3
37453,Handled what was thrown my way,STRESS,3
37454,I went through and saw that I answered every question in the last week so I'm not sure why it's registering as only 50%. ,WATER,3
37455,Daily review I ate great today and was very productive.  I left gas in the tank during my workout. ,WORKOUT,Can't rate
37456,Perfect. ,FOOD,4
37457,Yes,WORKOUT,Can't rate
37458,6.5,SLEEP,2
37459,Stress free ,STRESS,4
37460,On point ,FOOD,4
37461,64+,WATER,4
37462,I don't want to sit still ,WATER,Can't rate
37463,5hrs,SLEEP,2
37464,Stress free ,STRESS,4
37465,Step it up ,FOOD,2
37466,32oz,WATER,3
37467,7,WORKOUT,Can't rate
37468,8 hrs of sleep ,SLEEP,4
37469,Almost perfect - ,FOOD,3
37470,Thankful for the person that made me go to the gym this morning. ,WORKOUT,Can't rate
37471,32 but currently drinking more,WATER,3
37472,On point,FOOD,4
37473,Off day,STRESS,Can't rate
37474,8 baby,SLEEP,4
37475,7 ,SLEEP,3
37476,7.5 hours ,SLEEP,4
37477,Almost perfect,FOOD,3
37478,Handled,STRESS,3
37479,Almost perfect,FOOD,3
37480,No but doing work on my house with cement so may be enough of a workout. If not will do more afterward ,WORKOUT,1
37481,8+ ,SLEEP,4
37482,Food almost perfect,FOOD,3
37483,7 hrs ,SLEEP,3
37484,Stress free ,STRESS,4
37485,5,SLEEP,1
37486,Need to step it up,FOOD,2
37487,Yes,WORKOUT,Can't rate
37488,6,SLEEP,2
37489,Handled,STRESS,1
37490,Not good for me. Already gained back 3 pounds ,SLEEP,1
37491,24,WATER,2
37492,"Mmm.  Ate tapas at little Spain, then had a big California sandwich on multigrain toast at a diner.",FOOD,3
37493,Nowhere near as bad as what I would normally eat. No french fries or cheesecake.,FOOD,3
37494,Your comment about taking one day a week to eat whatever you want is still reverberating around in my brain.,FOOD,Can't rate
37495,On point but last night was bad,FOOD,4
37496,Yeah our definitions of super clean are probably quite different.,FOOD,4
37497,No,WORKOUT,Can't rate
37498,6 hours,SLEEP,2
37499,No workout today,WORKOUT,1
37500,7,SLEEP,3
37501,8,SLEEP,4
37502,7,SLEEP,3
37503,Black bean burger carrots and rice pilaf,FOOD,3
37504,9 hrs,SLEEP,4
37505,7,SLEEP,3
37506,10,SLEEP,4
37507,64oz,WATER,4
37508,7.5 hours ,SLEEP,4
37509,Almost perfect,FOOD,3
37510,I was happy with my workout today. Still hoping to get stress level lower.,STRESS,Can't rate
37511,Handled what was thrown,STRESS,Can't rate
37512,Great. Build class plus side work. ,WORKOUT,Can't rate
37513,7,SLEEP,3
37514,"Almost perfect
",FOOD,3
37515,32,WATER,3
37516,No,WORKOUT,Can't rate
37517,8+ hrs,SLEEP,4
37518,Stress free ,STRESS,4
37519,64 oz for sure,WATER,4
37520,"830 at 99%
Feeling fantastic ",SLEEP,Can't rate
37521,"The knee is good, i think it's swollen forever. I am just sore probably from those burpees! HA! ",WORKOUT,4
37522,830 crossfit & 930 build today,WORKOUT,Can't rate
37523,On point,FOOD,4
37524,5,SLEEP,2
37525,Rest day ,SLEEP,4
37526,Stressed out ,STRESS,1
37527,8+,SLEEP,4
37528,Stress free,STRESS,4
37529,I'm point,FOOD,4
37530,On point,FOOD,4
37531,Sips,WATER,2
37532,No,WORKOUT,Can't rate
37533,Less than 5,SLEEP,1
37534,7 hits ,SLEEP,3
37535,Hours ,SLEEP,1
37536,On point ,FOOD,4
37537,Stress free ,STRESS,4
37538,7,SLEEP,3
37539,Almost perfect ,FOOD,3
37540,32,WATER,3
37541,Drinking more now ,WATER,Can't rate
37542,Handled stress ,STRESS,3
37543,6:19,SLEEP,2
37544,64+,WATER,4
37545,Yes ,WORKOUT,Can't rate
37546,On point ,FOOD,4
37547,7,SLEEP,3
37548,40,WATER,3
37549,6.5,SLEEP,2
37550,8,SLEEP,4
37551,Getting to the later today,WORKOUT,Can't rate
37552,Not my usual standard but not bad,FOOD,Can't rate
37553,60,WATER,3
37554,6,SLEEP,2
37555,Not yet,FOOD,1
37556,"Almost perfect
",FOOD,3
37557,Stress free ,STRESS,4
37558,Need to step up ,FOOD,2
37559,80+,WATER,4
37560,7,SLEEP,3
37561,Bad overeating ,FOOD,Can't rate
37562,7.5,SLEEP,3
37563,Handled,STRESS,3
37564,I keep drinking ,WATER,Can't rate
37565,No,WORKOUT,Can't rate
37566,48,WATER,3
37567,8 hours ,SLEEP,4
37568,Drank a lot and was very stressed today ,STRESS,1
37569,"Ate a more sustainable amount in order to feel better at practice, but was super stressed ",STRESS,1
37570,Not yet rowing later,WORKOUT,Can't rate
37571,"Fine I had a banana and a granola bar for breakfast and a salad with chicken, cabbage, carrots, cilantro, and lettuce for lunch with some crackers ",FOOD,3
37572,Eating cauliflower gnocchi and meatballs for dinner ,FOOD,3
37573,6 hrs,SLEEP,2
37574,7 hrs ,SLEEP,3
37575,7 hours,SLEEP,3
37576,Need to step it up,FOOD,2
37577,7 hrs,SLEEP,3
37578,32oz down! ,WATER,3
37579,Handled it for ,STRESS,Can't rate
37580,Yes! Drank all my water today!,WATER,Can't rate
37581,On point.,FOOD,4
37582,"Feeling soooo bloated from days of holiday parties, looking forward to regrouping.  And trying to get organized with gym time, my husband being away until the 28th and the kids being home from school! ",WORKOUT,Can't rate
37583,Yes I worked out! ,WORKOUT,3
37584,"Boost/build on my own + some tempo squats, not the same but mission accomplished ",WORKOUT,1
37585,"Yes, 64 down!",WATER,4
37586,64oz for sure,WATER,4
37587,64oz for sure,WATER,4
37588,64oz for sure,WATER,4
37589,6 hours ,SLEEP,2
37590,Almost perfect ,FOOD,3
37591,6.5 hrs ,SLEEP,3
37592,Feeling a little stressed ,STRESS,1
37593,I think on point ,FOOD,4
37594,About 48oz,WATER,3
37595,6.5 hrs ,SLEEP,3
37596,8+ hrs ,SLEEP,4
37597,Stress free,STRESS,4
37598,64 oz for sure,WATER,4
37599,8:32 100%☺️,SLEEP,4
37600,"Food is good, weekends still the toughest but on just meeting the macros food choices are good.  My knee and arm are a wreck, the 2 workouts briana had me do were good, def on the lighter side I think it took me all of 15 mins but will trust the process just do not want it to feel like traditional PT since I don't really think that works. 🤷🏻‍♀️",FOOD,4
37601,Today I helped some people in need.  And i could certainly do better with meeting my macros and staying in line on the weekends,FOOD,2
37602,Need to step it up,FOOD,2
37603,Stress free ,STRESS,4
37604,On point ,FOOD,4
37605,64,WATER,4
37606,"Great first day of the year and planning. 

Rested more ",SLEEP,4
37607,9,SLEEP,4
37608,Nope,WORKOUT,1
37609,Overwhelmed ,STRESS,2
37610,6,SLEEP,2
37611,"I slept for 7 hours last night, workout out this morning and ate pretty well with balanced meals",SLEEP,3
37612,"Overwhelmed because I got
Sick and didn't drink enough water",STRESS,2
37613,6,SLEEP,2
37614,8 hours ,SLEEP,4
37615,"Yes, walked/jog for 4 miles - didn't keep track of jogging but did a lot ",SLEEP,1
37616,Stress free...booked a massage for this afternoon:),STRESS,4
37617,Food on point though admittedly I haven't really eaten and am starving ,FOOD,4
37618,So I guess not on point ,FOOD,4
37619,40,WATER,3
37620,7hrs,SLEEP,3
37621,On point ,FOOD,4
37622,Yes,WORKOUT,Can't rate
37623,Slept 5 hours,SLEEP,2
37624,"Food was good, but I didn't eat enough. Had Thai chicken stir fry for lunch with brown rice. A few bites of Italian sausage for ""dinner."" At the village meeting and starving, drinking water...",FOOD,1
37625,Did build ,WORKOUT,Can't rate
37626,Handling it. Everyone's an asshole but I'm smiling through gritted teeth haha,STRESS,3
37627,Less than 5 hrs,SLEEP,2
37628,Stress free ,STRESS,4
37629,Street free,STRESS,4
